"mRNA","logFC","AveExpr","t","P.Value","adj.P.Val","B","mRNA_clean","hgnc_symbol"
"ENSG00000101842.14",-1.01698306280614,2.17378527072989,-2.30618111190503,0.0226591681302393,0.739701090098268,-3.3161286947648,"ENSG00000101842","VSIG1"
"ENSG00000147689.16",-0.628859892812576,1.26667411593782,-2.29603465953746,0.0232501158113811,0.739701090098268,-3.33340652079922,"ENSG00000147689","FAM83A"
"ENSG00000173702.7",-1.25585356964966,5.3465510180495,-2.28643637511455,0.0238215496576617,0.739701090098268,-3.34968742738071,"ENSG00000173702","MUC13"
"ENSG00000091138.13",-0.770312204990038,1.28588290483984,-2.2851936021854,0.0238964318530691,0.739701090098268,-3.3517909405901,"ENSG00000091138","SLC26A3"
"ENSG00000095932.7",-0.976101735647013,3.70908564757417,-2.28274463747708,0.0240445966282481,0.739701090098268,-3.35593301729421,"ENSG00000095932","SMIM24"
"ENSG00000198203.10",-0.647502190312302,1.74665751093876,-2.28185226208814,0.024098786151941,0.739701090098268,-3.35744134343153,"ENSG00000198203","SULT1C2"
"ENSG00000115468.12",0.798478543185414,2.46905363111839,2.28108792449833,0.024145285695119,0.739701090098268,-3.35873283040178,"ENSG00000115468","EFHD1"
"ENSG00000165949.12",-0.580587875203423,5.87398550758172,-2.27492409975624,0.0245231546465134,0.741961174921166,-3.36913339582065,"ENSG00000165949","IFI27"
"ENSG00000146477.6",-0.532043023628777,2.16882134569632,-2.26747782574818,0.0249865470785436,0.742096665501862,-3.38166387052475,"ENSG00000146477","SLC22A3"
"ENSG00000099834.19",-0.883637530614296,3.3822743734539,-2.26054502228454,0.0254248604213568,0.742375045271001,-3.39329677320286,"ENSG00000099834","CDHR5"
"ENSG00000188833.10",-0.56319187500871,1.77919201002856,-2.25586907644451,0.0257242745075831,0.742375194976412,-3.4011245172756,"ENSG00000188833","ENTPD8"
"ENSG00000101311.16",-0.735593315812557,3.88595078571334,-2.25443188618808,0.0258169194690928,0.742375194976412,-3.40352748100556,"ENSG00000101311","FERMT1"
"ENSG00000102854.16",-1.09414648428792,3.96944467846248,-2.25408892699917,0.0258390705765943,0.742375194976412,-3.40410069880927,"ENSG00000102854","MSLN"
"ENSG00000211965.4",0.964306887385415,3.77114721868423,2.25051118720113,0.0260711432170037,0.74298930832227,-3.41007576511475,"ENSG00000211965","IGHV3-49"
"ENSG00000134827.8",-0.914499492936065,2.90499200223683,-2.24981353571144,0.0261166085975005,0.74298930832227,-3.4112398852927,"ENSG00000134827","TCN1"
"ENSG00000080031.10",-0.647112085852968,2.97121366989819,-2.24949064989194,0.0261376742572128,0.74298930832227,-3.41177855029552,"ENSG00000080031","PTPRH"
"ENSG00000186493.13",0.513361353017199,1.3127902643103,2.24768990442866,0.0262554308100282,0.74298930832227,-3.41478141517018,"ENSG00000186493","IRX2-DT"
"ENSG00000002726.21",-0.925956227722064,4.08305863500404,-2.24405041428583,0.0264948452033285,0.74298930832227,-3.42084383766958,"ENSG00000002726","AOC1"
"ENSG00000225969.2",-0.509313355838572,2.36970360633522,-2.22987184150867,0.027445828324061,0.74298930832227,-3.44437634703564,"ENSG00000225969","BICDL3P"
"ENSG00000106927.12",-0.571786458445316,1.07506305847104,-2.22358169171985,0.0278771702460898,0.743192531646145,-3.45477278008741,"ENSG00000106927","AMBP"
"ENSG00000166819.12",0.535595001714724,0.831591859790513,2.21739752068049,0.0283069953459709,0.748466623667485,-3.46496797183517,"ENSG00000166819","PLIN1"
"ENSG00000211973.2",0.780184597851444,2.70773334604043,2.21649824572137,0.0283699771609717,0.748497654508426,-3.46644835720981,"ENSG00000211973","IGHV1-69"
"ENSG00000198113.3",-0.62329068941263,3.86245345256507,-2.21424048879441,0.0285286402842444,0.749418294668547,-3.47016266214176,"ENSG00000198113","TOR4A"
"ENSG00000140297.13",-0.843345535510682,3.15273328623939,-2.20408947851694,0.0292515866233087,0.749424338629826,-3.4868197539327,"ENSG00000140297","GCNT3"
"ENSG00000178934.5",-0.596457004480862,1.01475961896743,-2.19925064616305,0.0296017800209889,0.749424338629826,-3.49473536201008,"ENSG00000178934","LGALS7B"
"ENSG00000104267.10",-0.895130546386279,4.58310331351816,-2.19881898970545,0.0296331960730666,0.749424338629826,-3.49544071631593,"ENSG00000104267","CA2"
"ENSG00000171747.9",-1.33419641691673,5.96666203106263,-2.19505041659539,0.0299087076222003,0.749424338629826,-3.50159343791217,"ENSG00000171747","LGALS4"
"ENSG00000133048.13",0.55063201105015,3.24151659953758,2.19105748709193,0.0302030486349255,0.750255050890793,-3.50810193855587,"ENSG00000133048","CHI3L1"
"ENSG00000169994.18",-0.688750249426841,2.4478870270474,-2.17994039904185,0.0310358496115033,0.752695133698604,-3.52616583001052,"ENSG00000169994","MYO7B"
"ENSG00000136457.10",0.500711993386843,0.954401487126596,2.17558919966298,0.0313671932998755,0.752695133698604,-3.53321311996373,"ENSG00000136457","CHAD"
"ENSG00000146674.15",-0.51786870520836,5.49942472156707,-2.17180332396792,0.0316579804144491,0.752740843772149,-3.53933432428663,"ENSG00000146674","IGFBP3"
"ENSG00000117394.24",-0.516858382037665,4.6234224155539,-2.16995596537024,0.031800719939565,0.754234860397842,-3.54231769113433,"ENSG00000117394","SLC2A1"
"ENSG00000127324.9",-1.21178287576959,5.97470964900085,-2.16443963141648,0.0322302757665433,0.757010326636235,-3.55121239466146,"ENSG00000127324","TSPAN8"
"ENSG00000179913.11",-0.733785296369336,4.56506265337789,-2.16234706409118,0.0323945342795102,0.758063401207474,-3.55458109210631,"ENSG00000179913","B3GNT3"
"ENSG00000176945.17",-0.508081406478514,2.32787964381113,-2.15898656965394,0.032659837989831,0.758358990323504,-3.55998470638083,"ENSG00000176945","MUC20"
"ENSG00000124429.18",-0.668948697475527,3.8986823529893,-2.14898023025568,0.033460990673834,0.762511074058008,-3.57602912860163,"ENSG00000124429","POF1B"
"ENSG00000100234.12",0.583732462035968,5.91699089763119,2.14284010637773,0.0339609692458305,0.762511074058008,-3.58584054170039,"ENSG00000100234","TIMP3"
"ENSG00000180745.5",-0.800007951411146,3.06003222897953,-2.13925007190846,0.0342562811959404,0.762511074058008,-3.5915651960401,"ENSG00000180745","CLRN3"
"ENSG00000205420.11",-1.08485276023423,1.83861659361345,-2.13859712900352,0.0343102293794088,0.762511074058008,-3.59260542992579,"ENSG00000205420","KRT6A"
"ENSG00000107159.13",-0.864411026393386,2.957836557674,-2.1378093602879,0.0343754150133683,0.762511074058008,-3.59386007340871,"ENSG00000107159","CA9"
"ENSG00000103089.9",-0.606132284703651,3.48379698711124,-2.13738474964732,0.0344105947128573,0.762511074058008,-3.59453615563632,"ENSG00000103089","FA2H"
"ENSG00000139540.12",-0.757999123650691,2.27039833447753,-2.13188983671916,0.0348686712522027,0.762841951895479,-3.60327426269552,"ENSG00000139540","SLC39A5"
"ENSG00000180818.5",0.655423819582909,1.89079752341864,2.13185062080568,0.0348719592733768,0.762841951895479,-3.60333655034862,"ENSG00000180818","HOXC10"
"ENSG00000142677.4",-0.581732785796037,2.97377961938813,-2.13040693724501,0.0349931900684147,0.762841951895479,-3.60562885845194,"ENSG00000142677","IL22RA1"
"ENSG00000268104.3",-0.695758590043586,2.35092203901488,-2.12710630599899,0.0352717226072068,0.764115493333227,-3.61086430827592,"ENSG00000268104","SLC6A14"
"ENSG00000169245.6",0.693794212829731,3.76544605794857,2.12576367473145,0.0353855704745464,0.764308539282282,-3.61299185290642,"ENSG00000169245","CXCL10"
"ENSG00000185633.10",-0.501837829131385,2.99547048121303,-2.12030470390849,0.0358517336253885,0.768432733103459,-3.62162947781964,"ENSG00000185633","NDUFA4L2"
"ENSG00000012660.14",0.513637643941059,4.29103768930964,2.1173053661311,0.0361101064932465,0.770273693001101,-3.62636658794176,"ENSG00000012660","ELOVL5"
"ENSG00000163362.11",-0.569525881983176,3.6511802812174,-2.11709319732259,0.0361284440647915,0.770273693001101,-3.62670145091328,"ENSG00000163362","INAVA"
"ENSG00000198643.7",-0.850399589809678,3.22686385867528,-2.11299857514099,0.0364839146748335,0.772254105423624,-3.63315789342769,"ENSG00000198643","FAM3D"
"ENSG00000136155.17",-0.53707082059594,1.05874261758003,-2.10843910464415,0.0368832835807797,0.772494304348802,-3.64033379270338,"ENSG00000136155","SCEL"
"ENSG00000166165.13",-0.684926109434371,5.0261001808961,-2.10769224750657,0.036949059247075,0.772494304348802,-3.64150787147459,"ENSG00000166165","CKB"
"ENSG00000151715.8",-0.660593770822095,4.50345327173231,-2.10697502430044,0.037012320126225,0.772494304348802,-3.64263500489562,"ENSG00000151715","TMEM45B"
"ENSG00000163501.7",-0.773731961097492,2.81301220880318,-2.08821456483969,0.0387004839402564,0.77850973507725,-3.67199212583738,"ENSG00000163501","IHH"
"ENSG00000243566.7",-0.504313738012548,1.27156292005918,-2.07819823505042,0.0396286044730316,0.779448140463728,-3.68756705809695,"ENSG00000243566","UPK3B"
"ENSG00000244734.4",-0.627826841515828,3.22609617317792,-2.07136153525167,0.0402730139739501,0.779448140463728,-3.69815817348319,"ENSG00000244734","HBB"
"ENSG00000016602.9",-0.563372202704582,0.660077196222013,-2.06363869414369,0.0410117396534517,0.779673731873313,-3.71008334031239,"ENSG00000016602","CLCA4"
"ENSG00000169248.13",0.549234256776524,2.29875943476882,2.05784944626843,0.0415730953655808,0.783009149592052,-3.71899580520664,"ENSG00000169248","CXCL11"
"ENSG00000185269.12",-0.784800189046874,1.56270642687128,-2.05582729973888,0.0417707177302249,0.783645843087565,-3.72210342411371,"ENSG00000185269","NOTUM"
"ENSG00000069764.10",-0.548222846650282,2.3589619225634,-2.0521397749181,0.042133166805854,0.785281252589544,-3.72776311969834,"ENSG00000069764","PLA2G10"
"ENSG00000134757.5",-0.730639941253059,1.55957390416553,-2.05164382783617,0.0421821184813789,0.785281252589544,-3.7285235944248,"ENSG00000134757","DSG3"
"ENSG00000170608.3",-0.673504497577015,3.12842912809699,-2.02817936965472,0.0445544140181044,0.791715265971012,-3.76430928425301,"ENSG00000170608","FOXA3"
"ENSG00000176842.15",0.509831452080454,1.51053410150049,2.02250333386392,0.0451450783987612,0.796948832957724,-3.7729086158314,"ENSG00000176842","IRX5"
"ENSG00000151892.15",0.613683424259611,1.44452838846084,2.01281585169825,0.0461686091616292,0.801905433796141,-3.78753383810878,"ENSG00000151892","GFRA1"
"ENSG00000231475.3",0.761945869969179,3.40495872286228,2.01110262306976,0.0463516618725075,0.801905433796141,-3.79011353558296,"ENSG00000231475","IGHV4-31"
"ENSG00000119125.17",-0.517528297486548,2.02196187517556,-2.00789603612475,0.0466959359348436,0.801905433796141,-3.79493638995284,"ENSG00000119125","GDA"
"ENSG00000231389.7",0.601592374750045,5.06211233860033,2.00108546402078,0.0474343759055099,0.80452421878953,-3.80515613661525,"ENSG00000231389","HLA-DPA1"
"ENSG00000164379.7",-0.74383829397076,4.31475097626397,-2.00022664961933,0.0475281946753682,0.804691774278166,-3.80644256265459,"ENSG00000164379","FOXQ1"
"ENSG00000211669.3",0.859931368245899,3.56395981131882,1.99819272125358,0.0477510149947378,0.804948947244451,-3.80948716008786,"ENSG00000211669","IGLV3-10"
"ENSG00000113924.12",-0.524043316370179,2.34801596855142,-1.99595002929726,0.047997734539591,0.805650821292323,-3.81284092626452,"ENSG00000113924","HGD"
"ENSG00000070526.15",-0.673364092582723,3.28229650313788,-1.99013701733531,0.0486422747877094,0.807263732535859,-3.82151755295766,"ENSG00000070526","ST6GALNAC1"
"ENSG00000211677.2",0.835632056431043,7.60400230822126,1.98521502750773,0.0491937520697011,0.808913685628949,-3.82884585723609,"ENSG00000211677","IGLC2"
"ENSG00000170476.16",0.519236655042442,2.718097643298,1.98113123422456,0.0496553340923623,0.810412528111196,-3.83491338945628,"ENSG00000170476","MZB1"
